Num_Houses,Avg_Area,Status,Season,Peak_Load_kVA,Transformer_Size_kVA
33,259,High,Summer,381.5,630
81,187,Low,Winter,290.82,400
90,321,High,Spring,595.9,1000
63,101,High,Summer,519.23,630
74,159,Middle,Summer,434.33,630
92,140,High,Spring,436.48,630
88,286,Middle,Winter,607.34,1000
84,372,Low,Summer,471.4,630
50,304,Middle,Summer,362.53,400
35,166,High,Spring,240.14,400
100,166,High,Autumn,535.23,630
24,194,High,Spring,167.44,250
29,394,Middle,Summer,231.04,400
55,195,Middle,Autumn,231.42,400
42,131,Low,Spring,106.12,250
52,319,High,Autumn,352.02,400
53,384,High,Summer,552.0,630
87,282,Middle,Autumn,385.97,630
88,247,Low,Autumn,269.03,400
56,359,Middle,Summer,431.48,630
93,285,Middle,Autumn,410.44,630
65,308,Middle,Spring,301.53,400
68,226,High,Winter,669.51,1000
47,179,High,Spring,319.46,400
23,348,Middle,Autumn,123.92,250
33,330,Low,Spring,123.41,250
59,347,High,Summer,689.37,1000
21,180,Low,Autumn,55.04,100
39,147,Middle,Winter,211.55,250
54,148,Low,Autumn,121.74,250
31,304,Middle,Autumn,153.21,250
81,385,High,Spring,532.09,630
85,378,Middle,Summer,592.45,1000
69,280,Low,Winter,326.96,400
40,136,Middle,Summer,235.28,400
78,281,Low,Autumn,252.78,400
61,119,Low,Autumn,129.84,250
25,165,Low,Autumn,73.58,100
15,192,High,Spring,100.23,250
51,381,Low,Winter,303.8,400
55,278,Low,Winter,251.22,400
28,321,High,Autumn,211.05,250
28,368,Middle,Winter,261.32,400
56,156,Middle,Winter,309.78,400
16,270,High,Spring,126.06,250
28,218,Low,Spring,88.79,100
18,329,High,Summer,197.26,250
76,304,Low,Spring,260.36,400
17,388,Low,Spring,79.66,100
18,217,Low,Autumn,59.24,100
55,313,Low,Winter,279.73,400
25,268,High,Autumn,192.3,250
47,263,High,Winter,469.38,630
43,379,Middle,Spring,241.01,400
73,211,Middle,Spring,296.37,400
98,137,High,Spring,474.13,630
66,352,Low,Autumn,233.38,400
36,324,Middle,Winter,284.77,400
19,212,High,Summer,186.18,250
94,360,Low,Spring,307.58,400
64,348,Low,Summer,363.21,400
54,233,Middle,Summer,325.29,400
40,296,Middle,Winter,321.4,400
10,349,Middle,Autumn,55.17,100
84,265,High,Winter,784.47,1000
10,302,High,Winter,121.33,250
53,346,Middle,Autumn,269.99,400
61,372,Middle,Spring,289.35,400
92,283,Middle,Summer,580.32,1000
92,101,High,Autumn,415.69,630
87,137,High,Summer,672.84,1000
70,349,High,Winter,769.37,1000
31,261,High,Summer,347.82,400
58,185,High,Autumn,324.77,400
60,295,Low,Spring,210.06,250
17,370,Low,Winter,102.03,250
72,123,Middle,Winter,352.36,400
24,133,Middle,Winter,132.02,250
52,157,Middle,Winter,299.36,400
34,113,High,Winter,326.15,400
37,274,Low,Summer,186.82,250
25,101,Middle,Winter,133.09,250
78,236,Middle,Summer,513.95,630
56,271,Middle,Summer,354.8,400
60,125,Middle,Spring,193.91,250
27,151,High,Spring,167.33,250
12,304,Low,Winter,63.47,100
69,334,Low,Spring,229.89,400
73,351,High,Summer,754.4,1000
69,270,Middle,Summer,484.34,630
69,108,High,Summer,567.76,630
63,351,High,Autumn,407.93,630
79,155,Middle,Summer,427.34,630
43,285,Middle,Spring,194.14,250
64,218,High,Autumn,405.99,630
98,198,Low,Summer,327.94,400
22,194,Middle,Spring,98.15,250
69,364,High,Summer,761.67,1000
60,155,High,Winter,477.2,630
42,129,High,Summer,345.8,400
52,396,Middle,Autumn,311.76,400
12,380,Low,Spring,51.8,100
32,255,High,Autumn,232.39,400
79,372,High,Winter,891.76,1000
85,311,High,Autumn,571.5,630
79,241,Middle,Spring,321.27,400
79,136,Low,Spring,172.08,250
21,247,Low,Spring,76.26,100
21,263,Middle,Autumn,107.63,250
33,399,Low,Summer,207.65,250
27,318,High,Summer,335.01,400
21,386,Low,Spring,96.85,250
95,341,Middle,Winter,650.77,1000
78,384,Low,Winter,416.97,630
38,309,High,Spring,303.44,400
83,210,High,Winter,684.84,1000
22,198,High,Autumn,154.9,250
64,317,Low,Winter,330.28,400
23,123,Middle,Summer,132.94,250
17,268,High,Spring,129.53,250
46,196,High,Autumn,294.64,400
25,396,High,Autumn,200.75,250
55,364,High,Autumn,413.5,630
34,204,Low,Winter,146.07,250
87,108,Low,Winter,227.65,400
61,380,High,Winter,622.55,1000
21,139,High,Summer,209.09,250
66,200,Low,Autumn,193.41,250
91,219,High,Winter,778.24,1000
50,293,High,Winter,510.61,630
86,234,Middle,Winter,466.54,630
86,253,High,Summer,823.83,1000
80,135,High,Autumn,444.91,630
92,291,High,Winter,912.6,1000
97,126,Middle,Winter,508.59,630
50,130,High,Autumn,277.44,400
58,163,High,Summer,464.62,630
52,204,Low,Summer,221.49,250
43,320,Low,Summer,216.96,250
80,151,Low,Autumn,170.24,250
61,308,Middle,Autumn,269.46,400
99,298,Middle,Autumn,410.64,630
80,286,High,Autumn,483.48,630
62,176,Low,Autumn,171.9,250
64,307,Low,Summer,348.92,400
33,139,High,Autumn,214.22,250
92,362,High,Autumn,600.73,1000
50,152,Middle,Winter,307.31,400
52,140,High,Winter,415.49,630
85,100,High,Spring,403.73,630
42,242,Low,Autumn,142.59,250
52,211,Low,Summer,235.56,400
96,228,Low,Summer,353.23,400
40,313,Middle,Winter,321.83,400
43,146,Low,Summer,145.06,250
99,122,High,Autumn,535.12,630
69,399,Middle,Autumn,349.84,400
45,325,Low,Winter,256.95,400
70,269,High,Winter,661.35,1000
99,208,High,Winter,864.66,1000
52,229,High,Autumn,354.58,400
75,122,High,Winter,572.18,630
10,242,Low,Summer,55.74,100
27,163,Low,Autumn,73.35,100
49,111,Low,Spring,116.12,250
39,246,High,Summer,395.45,630
48,255,Middle,Spring,231.18,400
37,133,Low,Autumn,84.72,100
11,381,Middle,Spring,73.11,100
71,122,Low,Winter,217.09,250
86,222,High,Autumn,524.08,630
57,304,High,Winter,629.37,1000
17,279,Low,Winter,94.21,250
43,260,Middle,Autumn,201.62,250
56,288,High,Winter,557.32,630
23,290,Low,Autumn,80.77,100
10,143,High,Summer,98.2,250
57,300,Middle,Summer,392.69,630
80,289,High,Summer,765.11,1000
36,119,High,Winter,331.06,400
81,262,High,Summer,729.22,1000
12,322,High,Summer,152.86,250
28,158,Low,Spring,72.36,100
66,359,High,Spring,458.79,630
89,278,Low,Winter,423.51,630
47,167,Low,Summer,190.9,250
63,172,Middle,Autumn,263.41,400
90,153,Middle,Summer,447.62,630
100,263,High,Spring,559.64,630
47,229,Low,Summer,202.63,250
40,294,Middle,Autumn,196.43,250
33,215,Low,Autumn,106.34,250
23,305,High,Spring,185.39,250
37,242,Middle,Winter,264.31,400
23,211,Middle,Summer,153.25,250
69,207,Middle,Winter,445.69,630
82,271,Middle,Autumn,327.99,400
92,364,Middle,Spring,471.47,630
25,147,Middle,Spring,100.95,250
11,221,Middle,Autumn,49.55,100
69,292,High,Spring,493.36,630
87,289,Low,Autumn,239.87,400
76,256,High,Winter,759.11,1000
92,319,Middle,Autumn,385.91,630
22,242,Middle,Winter,170.16,250
81,389,Low,Autumn,327.78,400
69,187,Low,Summer,278.94,400
44,280,Middle,Autumn,213.54,250
97,334,Low,Autumn,295.74,400
64,177,High,Winter,521.73,630
13,156,High,Spring,85.21,100
10,203,High,Summer,105.01,250
13,331,Low,Summer,76.36,100
32,223,High,Winter,337.43,400
60,285,Low,Autumn,189.6,250
50,391,Low,Summer,310.99,400
60,219,High,Autumn,367.95,630
45,243,High,Autumn,279.73,400
85,392,Low,Winter,493.49,630
55,284,High,Autumn,353.53,400
70,384,High,Spring,466.09,630
48,193,Low,Autumn,144.02,250
33,142,Middle,Winter,203.77,250
56,279,Middle,Spring,237.58,400
19,362,High,Autumn,159.5,250
65,133,High,Spring,332.52,400
67,105,Low,Summer,209.99,250
21,366,Low,Winter,131.89,250
27,304,High,Spring,189.83,250
58,304,Low,Summer,325.09,400
69,192,High,Autumn,376.59,630
38,294,Low,Summer,211.71,250
37,214,High,Summer,364.01,630
66,399,High,Spring,479.83,630
10,230,Middle,Spring,44.76,50
33,330,High,Autumn,261.09,400
33,194,High,Autumn,215.07,250
20,340,High,Winter,218.71,250
31,376,High,Autumn,245.09,400
15,248,Middle,Summer,118.9,250
65,383,Middle,Spring,373.0,630
87,218,Middle,Summer,459.45,630
92,128,Middle,Spring,295.62,400
52,332,High,Autumn,393.28,630
84,370,Middle,Summer,634.56,1000
100,378,Middle,Winter,638.67,1000
24,332,Low,Winter,134.47,250
13,277,Middle,Winter,108.31,250
38,363,Low,Autumn,151.76,250
53,105,Low,Summer,171.73,250
53,177,Low,Autumn,131.04,250
26,126,High,Summer,246.15,400
65,332,Middle,Summer,496.62,630
42,215,High,Winter,396.38,630
92,372,High,Autumn,583.78,1000
45,349,Middle,Summer,356.54,400
62,397,High,Winter,720.66,1000
71,279,Middle,Summer,439.58,630
92,170,Low,Spring,193.66,250
61,387,Low,Summer,387.2,630
93,202,High,Spring,556.77,630
86,226,High,Autumn,490.14,630
13,151,Middle,Winter,85.31,100
82,243,Middle,Summer,541.64,630
43,377,Middle,Autumn,239.08,400
47,347,Middle,Winter,404.2,630
86,187,Middle,Autumn,309.79,400
42,376,High,Autumn,321.73,400
52,151,Low,Winter,195.47,250
63,282,Low,Spring,202.65,250
61,278,Low,Autumn,217.07,250
50,330,High,Spring,339.01,400
54,238,High,Autumn,349.75,400
37,217,Middle,Winter,244.02,400
29,335,Low,Summer,172.61,250
93,302,High,Spring,555.29,630
17,379,Middle,Summer,162.86,250
39,290,High,Autumn,274.06,400
95,348,Middle,Autumn,474.28,630
91,276,High,Winter,754.15,1000
41,315,High,Spring,281.4,400
51,153,Low,Autumn,136.95,250
90,365,High,Spring,603.25,1000
61,349,High,Autumn,468.15,630
75,122,Low,Summer,250.78,400
84,387,Low,Summer,504.6,630
46,187,Low,Spring,126.26,250
83,344,Low,Autumn,291.65,400
57,380,High,Autumn,434.87,630
39,270,High,Autumn,260.1,400
82,270,Low,Spring,233.01,400
65,168,High,Spring,355.24,400
35,282,Middle,Summer,274.87,400
57,173,Middle,Winter,368.73,630
17,121,High,Summer,149.55,250
74,210,High,Summer,627.77,1000
33,291,Low,Summer,178.57,250
51,128,Low,Autumn,113.69,250
64,383,High,Winter,679.85,1000
43,348,High,Summer,437.24,630
64,350,High,Summer,673.66,1000
100,348,Low,Autumn,328.75,400
58,113,High,Summer,454.31,630
69,147,Low,Winter,226.36,250
79,273,High,Winter,741.52,1000
81,327,High,Winter,849.24,1000
96,121,Middle,Winter,498.09,630
49,151,Middle,Winter,289.63,400
40,205,High,Spring,244.28,400
57,376,High,Spring,422.32,630
82,263,High,Spring,536.84,630
11,308,Middle,Autumn,57.8,100
57,307,High,Winter,561.99,630
88,169,High,Autumn,447.79,630
81,236,Middle,Spring,331.31,400
38,341,Low,Spring,150.07,250
91,195,Middle,Summer,516.1,630
79,238,High,Spring,507.83,630
69,136,High,Spring,400.48,630
48,364,Middle,Autumn,248.61,400
99,329,Low,Summer,445.29,630
57,256,Low,Winter,279.23,400
71,198,High,Summer,665.91,1000
96,138,Low,Autumn,208.08,250
16,262,Low,Summer,78.97,100
77,193,Low,Summer,289.47,400
75,264,High,Winter,732.05,1000
65,294,Low,Winter,318.68,400
46,332,Middle,Summer,383.41,630
21,312,Low,Autumn,89.23,100
13,329,Low,Autumn,58.02,100
46,365,Middle,Summer,350.07,400
80,188,Low,Winter,307.06,400
71,157,High,Autumn,380.77,630
74,316,Low,Summer,339.45,400
49,136,Low,Summer,162.52,250
68,253,Low,Summer,335.94,400
63,359,Middle,Spring,339.91,400
65,372,Low,Summer,356.24,400
33,144,Low,Spring,84.09,100
50,200,High,Spring,289.08,400
53,113,Low,Spring,109.72,250
27,379,Middle,Winter,216.26,250
49,388,Middle,Spring,285.94,400
15,262,Middle,Autumn,77.03,100
82,116,High,Autumn,420.28,630
55,175,High,Summer,530.9,630
41,391,Low,Spring,187.42,250
29,103,High,Winter,278.7,400
49,195,Low,Summer,200.24,250
67,132,High,Winter,579.97,1000
10,169,High,Summer,108.89,250
91,171,Low,Spring,227.4,400
67,386,High,Spring,463.65,630
83,203,Low,Spring,200.81,250
43,139,Middle,Winter,242.59,400
73,342,Middle,Winter,482.31,630
28,346,Middle,Autumn,158.86,250
41,102,Middle,Summer,214.72,250
57,280,High,Summer,518.43,630
45,308,High,Autumn,352.34,400
84,268,Middle,Summer,526.54,630
21,237,High,Summer,219.92,250
92,125,High,Autumn,464.17,630
73,373,Middle,Spring,350.99,400
10,399,High,Spring,88.39,100
86,155,Low,Winter,267.81,400
50,307,High,Autumn,368.35,630
95,371,High,Autumn,568.74,630
76,252,Low,Summer,340.89,400
29,206,Low,Winter,139.7,250
97,143,High,Spring,544.92,630
26,391,High,Autumn,213.87,250
88,126,High,Summer,673.85,1000
64,373,Low,Winter,387.94,630
51,335,High,Summer,497.49,630
44,305,High,Winter,514.11,630
29,290,Low,Spring,100.97,250
64,104,Middle,Winter,305.0,400
68,151,Low,Winter,228.3,400
70,102,Middle,Spring,241.25,400
41,159,Middle,Autumn,177.61,250
51,286,High,Winter,492.29,630
37,335,Low,Summer,232.13,400
25,365,Middle,Spring,132.65,250
11,213,Low,Summer,55.88,100
56,103,Low,Summer,173.67,250
26,270,High,Summer,257.62,400
15,151,Middle,Spring,68.48,100
20,276,Middle,Autumn,107.54,250
84,199,High,Spring,445.63,630
98,208,Low,Summer,337.38,400
61,372,Middle,Summer,467.89,630
20,339,Low,Summer,112.08,250
34,253,Low,Autumn,114.89,250
54,373,Low,Winter,292.44,400
46,249,Low,Winter,224.08,250
81,249,High,Winter,752.26,1000
46,250,Low,Spring,139.43,250
75,264,Low,Autumn,213.65,250
45,251,Low,Spring,156.85,250
92,349,High,Autumn,594.24,1000
62,345,Low,Autumn,235.0,400
30,127,Low,Spring,73.42,100
80,342,High,Winter,805.49,1000
83,301,High,Spring,500.06,630
56,201,Low,Spring,153.76,250
18,166,Low,Summer,75.79,100
44,384,Middle,Autumn,231.98,400
15,324,Low,Autumn,63.72,100
47,112,Low,Summer,170.62,250
42,193,High,Winter,418.57,630
37,368,Middle,Summer,307.73,400
39,366,Middle,Spring,200.9,250
66,333,Middle,Summer,474.38,630
89,355,Low,Summer,428.34,630
45,132,Low,Spring,102.74,250
42,230,High,Summer,429.64,630
79,392,High,Summer,794.91,1000
15,283,Middle,Spring,82.74,100
17,253,Low,Autumn,53.33,100
51,252,Middle,Autumn,254.4,400
28,252,Middle,Autumn,129.23,250
36,389,Middle,Spring,218.42,250
56,348,High,Spring,379.95,630
48,176,Low,Winter,196.18,250
54,344,Low,Spring,223.59,250
71,319,High,Autumn,444.27,630
32,245,High,Spring,223.2,250
40,255,Low,Summer,208.72,250
34,242,Low,Spring,102.54,250
74,293,High,Autumn,504.88,630
81,348,Low,Spring,255.38,400
57,248,High,Summer,513.18,630
56,314,Middle,Spring,271.74,400
71,351,Low,Spring,249.16,400
28,150,Middle,Spring,118.9,250
61,204,Low,Summer,226.21,250
57,297,High,Winter,548.34,630
95,181,High,Winter,796.4,1000
21,164,Low,Autumn,56.63,100
17,319,Low,Autumn,64.03,100
35,159,High,Spring,208.07,250
79,246,Low,Winter,320.29,400
79,365,Middle,Spring,373.15,630
34,359,Low,Autumn,141.01,250
15,352,High,Spring,133.22,250
20,119,Middle,Winter,120.23,250
49,259,Low,Autumn,163.33,250
17,274,High,Spring,126.93,250
49,360,Low,Autumn,206.57,250
53,242,Low,Winter,219.89,250
27,133,High,Summer,229.72,400
30,160,Middle,Spring,127.65,250
38,324,High,Autumn,291.72,400
77,365,Middle,Spring,354.4,400
22,231,Middle,Summer,141.73,250
65,350,High,Winter,702.35,1000
71,369,Low,Autumn,273.76,400
19,349,Middle,Spring,108.68,250
70,127,Middle,Winter,370.52,630
51,247,High,Spring,308.58,400
86,352,Middle,Autumn,444.95,630
99,186,High,Autumn,580.3,1000
98,280,Middle,Spring,364.73,630
93,221,Low,Winter,346.23,400
29,117,Low,Winter,110.33,250
89,246,Low,Spring,243.83,400
40,377,Middle,Spring,212.82,250
71,179,Middle,Autumn,258.6,400
86,114,Low,Spring,178.58,250
67,118,High,Summer,533.11,630
96,169,High,Winter,815.73,1000
28,204,Middle,Winter,180.34,250
50,323,Low,Spring,201.0,250
97,157,High,Winter,814.44,1000
41,130,Middle,Spring,164.35,250
30,213,High,Autumn,206.59,250
60,210,Low,Summer,252.78,400
30,219,Low,Summer,150.15,250
51,271,High,Summer,468.62,630
40,116,Middle,Autumn,147.13,250
67,193,High,Spring,374.24,630
58,144,Low,Spring,140.59,250
20,351,Low,Summer,128.85,250
91,397,Middle,Spring,439.96,630
79,155,Middle,Summer,385.92,630
91,297,Low,Summer,411.28,630
89,196,High,Spring,515.75,630
60,340,Middle,Autumn,299.41,400
10,245,High,Winter,108.54,250
96,386,High,Autumn,614.08,1000
80,335,Low,Autumn,258.38,400
56,337,Low,Summer,310.81,400
97,225,Middle,Autumn,353.02,400
65,327,High,Spring,486.32,630
93,134,Low,Winter,270.82,400
79,228,High,Winter,668.94,1000
96,285,High,Summer,834.1,1000
22,216,Middle,Spring,102.77,250
33,101,Middle,Autumn,117.98,250
96,399,Middle,Summer,648.05,1000
37,104,Low,Spring,81.7,100
65,230,Low,Spring,175.37,250
29,242,Low,Summer,151.21,250
70,323,High,Winter,713.7,1000
47,231,Middle,Summer,322.04,400
68,305,Low,Summer,316.71,400
55,191,High,Spring,368.05,630
69,363,Low,Autumn,255.98,400
98,341,High,Winter,895.96,1000
20,138,Low,Summer,74.49,100
38,348,Middle,Summer,293.14,400
22,183,Middle,Spring,97.88,250
80,329,High,Winter,800.96,1000
60,335,High,Spring,407.64,630
35,344,Low,Autumn,149.64,250
39,165,High,Autumn,222.95,250
14,308,Middle,Summer,125.04,250
18,271,Middle,Spring,83.14,100
90,273,Low,Autumn,280.34,400
89,157,Low,Spring,181.17,250
88,270,Middle,Summer,522.4,630
56,332,Middle,Spring,305.51,400
18,275,Low,Autumn,67.96,100
70,105,Middle,Spring,251.86,400
36,384,High,Spring,281.5,400
60,366,Low,Autumn,232.15,400
24,109,Middle,Autumn,97.34,250
98,366,High,Summer,938.7,1000
49,114,Middle,Spring,174.32,250
77,119,Middle,Autumn,273.38,400
32,358,Low,Autumn,126.93,250
86,342,High,Winter,841.54,1000
38,259,High,Summer,386.14,630
95,305,Low,Autumn,274.07,400
56,193,Middle,Summer,312.97,400
65,124,Middle,Summer,332.71,400
68,163,Middle,Summer,390.6,630
93,283,Middle,Winter,586.7,1000
59,374,Middle,Summer,498.15,630
77,277,Middle,Winter,498.05,630
39,287,Low,Autumn,125.31,250
57,192,Middle,Spring,224.97,250
54,101,High,Winter,487.64,630
62,214,Middle,Spring,275.47,400
22,352,High,Summer,245.61,400
63,386,Middle,Autumn,346.47,400
36,139,Middle,Autumn,144.6,250
81,289,High,Winter,781.13,1000
47,218,Low,Spring,130.89,250
34,290,Low,Winter,198.43,250
62,313,Middle,Winter,461.42,630
46,218,Middle,Autumn,188.03,250
53,342,High,Summer,563.68,630
21,379,Low,Winter,144.8,250
97,177,High,Summer,836.73,1000
100,366,Low,Spring,340.02,400
77,187,Low,Summer,308.69,400
96,289,Middle,Autumn,404.2,630
35,237,Middle,Spring,162.18,250
47,197,Middle,Spring,181.5,250
83,220,High,Summer,760.85,1000
23,155,Low,Spring,57.57,100
18,278,Middle,Spring,89.72,100
43,292,High,Autumn,321.76,400
92,349,Middle,Autumn,413.34,630
44,209,Middle,Autumn,194.64,250
77,226,High,Autumn,484.81,630
88,311,High,Autumn,589.04,1000
93,185,Low,Autumn,230.82,400
46,244,Low,Autumn,150.15,250
82,299,Middle,Autumn,367.48,630
59,330,Low,Autumn,208.22,250
61,151,Low,Winter,212.77,250
26,110,High,Spring,148.03,250
31,393,High,Spring,267.38,400
69,239,Low,Autumn,183.83,250
45,272,Middle,Spring,196.88,250
52,125,High,Summer,413.06,630
63,274,High,Spring,382.67,630
31,234,Low,Winter,136.53,250
69,319,Low,Summer,372.59,630
72,373,Low,Spring,258.12,400
81,297,Low,Summer,351.06,400
26,243,Middle,Summer,191.69,250
29,374,Low,Winter,172.13,250
69,188,High,Spring,380.88,630
48,130,Middle,Spring,176.28,250
77,299,Middle,Summer,510.56,630
35,314,Middle,Autumn,171.19,250
32,124,Middle,Summer,180.26,250
58,208,Middle,Spring,227.26,250
58,340,Low,Spring,210.77,250
29,184,Low,Summer,130.7,250
97,156,Middle,Spring,350.27,400
10,120,Middle,Autumn,39.17,50
11,137,High,Summer,100.45,250
46,201,Middle,Summer,281.71,400
93,121,High,Winter,663.21,1000
53,202,Middle,Autumn,217.71,250
54,140,Middle,Spring,201.73,250
34,342,High,Spring,234.59,400
30,286,High,Summer,344.69,400
89,336,Low,Spring,286.69,400
13,370,Middle,Summer,127.49,250
100,357,Low,Summer,546.7,630
70,207,Middle,Winter,399.58,630
46,137,High,Summer,391.48,630
98,397,Low,Summer,562.44,630
27,212,Middle,Spring,132.91,250
93,284,Middle,Autumn,379.24,630
10,363,High,Autumn,89.79,100
19,384,Low,Summer,115.66,250
56,356,Low,Autumn,220.84,250
63,300,Low,Winter,315.08,400
73,366,High,Spring,492.28,630
85,239,Middle,Summer,522.79,630
38,272,Middle,Autumn,174.63,250
23,169,Low,Spring,61.56,100
52,391,Low,Autumn,224.81,250
56,391,High,Summer,664.54,1000
76,151,High,Summer,615.14,1000
50,171,Middle,Summer,323.48,400
33,109,Low,Autumn,79.92,100
37,389,Middle,Winter,296.59,400
14,322,Low,Winter,88.23,100
31,216,Low,Winter,153.9,250
63,351,Middle,Summer,493.34,630
58,216,Low,Summer,251.05,400
14,128,High,Summer,136.83,250
82,147,High,Winter,601.68,1000
14,234,High,Winter,146.1,250
42,365,Middle,Winter,375.38,630
54,388,Middle,Spring,273.95,400
98,320,Middle,Spring,399.06,630
62,304,Middle,Spring,319.33,400
99,111,Low,Winter,270.51,400
88,167,Middle,Spring,325.89,400
23,178,Low,Spring,60.92,100
49,266,Middle,Winter,337.77,400
26,150,Low,Winter,103.99,250
47,100,Low,Winter,154.31,250
31,226,High,Autumn,226.85,250
48,299,Middle,Summer,361.53,400
82,240,Middle,Autumn,356.17,400
24,183,Low,Summer,108.11,250
29,104,High,Autumn,156.45,250
100,395,Low,Winter,541.47,630
77,183,Middle,Winter,471.55,630
30,118,Middle,Spring,108.97,250
83,252,High,Summer,689.31,1000
56,162,High,Autumn,313.98,400
12,308,Middle,Summer,95.07,250
60,147,High,Spring,331.34,400
32,269,High,Autumn,234.94,400
91,113,Low,Spring,189.54,250
51,234,High,Autumn,329.68,400
61,314,Middle,Spring,272.91,400
46,196,High,Summer,450.04,630
78,298,High,Autumn,492.76,630
35,364,Middle,Spring,176.36,250
93,107,High,Spring,416.58,630
10,349,High,Summer,134.12,250
60,148,Low,Winter,206.51,250
12,367,Low,Autumn,53.86,100
94,221,High,Spring,527.03,630
20,268,Low,Spring,66.07,100
42,261,Low,Winter,195.03,250
27,311,High,Autumn,189.86,250
27,161,High,Spring,167.17,250
19,210,High,Summer,191.83,250
63,310,High,Winter,675.95,1000
94,265,Low,Winter,364.15,630
35,161,Low,Summer,130.31,250
27,323,Low,Winter,146.63,250
64,111,Middle,Autumn,213.34,250
37,237,High,Winter,401.83,630
27,328,Low,Winter,146.66,250
44,235,High,Spring,307.82,400
40,183,High,Winter,394.86,630
93,158,Low,Autumn,184.42,250
58,257,High,Autumn,391.54,630
79,313,Middle,Autumn,366.23,630
18,323,Middle,Winter,155.33,250
48,294,Low,Spring,162.98,250
35,385,Middle,Autumn,188.56,250
42,342,Middle,Winter,353.57,400
88,293,Low,Autumn,244.21,400
19,203,Middle,Summer,126.0,250
63,397,Low,Winter,373.01,630
28,163,High,Autumn,165.26,250
10,298,Middle,Winter,86.46,100
89,143,High,Winter,731.33,1000
58,297,Low,Autumn,208.41,250
23,223,Low,Autumn,79.49,100
36,197,Low,Summer,143.5,250
76,161,Low,Winter,268.17,400
31,355,High,Spring,240.19,400
70,130,Middle,Spring,232.18,400
72,196,Middle,Winter,408.14,630
87,332,High,Winter,816.79,1000
27,258,High,Winter,261.03,400
52,203,High,Winter,522.09,630
85,202,Middle,Winter,455.94,630
97,175,High,Autumn,557.16,630
13,101,High,Summer,124.87,250
27,363,Low,Spring,123.68,250
86,317,Middle,Winter,592.46,1000
63,362,High,Summer,742.07,1000
18,373,High,Winter,227.84,400
19,380,Low,Winter,133.93,250
25,263,Low,Winter,119.6,250
78,366,Low,Spring,308.66,400
88,301,High,Spring,506.27,630
23,314,High,Autumn,176.5,250
16,153,High,Winter,170.52,250
76,205,Middle,Winter,465.88,630
36,224,Low,Summer,178.54,250
59,151,Low,Winter,216.29,250
20,136,Low,Winter,80.53,100
35,244,Low,Autumn,105.94,250
36,338,Middle,Autumn,211.25,250
75,286,Low,Winter,357.26,400
82,138,Middle,Winter,385.8,630
58,189,High,Spring,345.61,400
74,116,High,Winter,578.96,1000
37,316,Middle,Summer,260.71,400
47,178,Middle,Autumn,195.46,250
77,124,High,Spring,428.09,630
68,221,Low,Summer,286.86,400
79,197,Middle,Winter,455.99,630
20,314,Low,Autumn,81.18,100
61,112,Low,Autumn,133.41,250
98,206,Low,Winter,341.16,400
20,315,Middle,Autumn,119.52,250
39,174,Low,Autumn,111.27,250
57,310,Middle,Winter,389.81,630
17,211,High,Summer,188.74,250
62,330,High,Summer,687.2,1000
13,269,High,Summer,152.7,250
74,135,Middle,Summer,409.64,630
42,270,High,Spring,276.47,400
10,320,Middle,Summer,85.73,100
72,246,Middle,Summer,475.26,630
99,174,Middle,Summer,491.61,630
68,313,Middle,Spring,292.43,400
27,387,Middle,Spring,165.93,250
96,356,Low,Winter,492.5,630
13,164,Low,Spring,34.82,50
12,356,High,Autumn,90.25,100
12,369,Middle,Spring,66.87,100
50,153,Middle,Autumn,201.83,250
67,188,High,Autumn,418.8,630
14,153,Low,Winter,59.41,100
61,188,Low,Winter,249.18,400
22,320,High,Spring,178.73,250
86,154,Low,Summer,314.0,400
35,366,Middle,Winter,281.93,400
62,364,Low,Summer,382.82,630
51,167,Middle,Winter,304.36,400
51,192,Low,Summer,219.64,250
51,314,Middle,Winter,394.39,630
83,392,Low,Summer,431.73,630
38,167,Low,Summer,152.86,250
48,390,Low,Winter,322.0,400
69,378,Middle,Summer,497.06,630
56,286,Middle,Summer,409.74,630
15,116,Middle,Autumn,56.02,100
100,296,Low,Spring,276.82,400
39,135,Low,Summer,144.94,250
47,196,Low,Winter,206.14,250
11,321,Middle,Spring,63.66,100
93,217,Low,Spring,223.12,250
84,246,Middle,Winter,500.98,630
68,231,Middle,Summer,428.63,630
45,269,Low,Autumn,162.16,250
55,123,High,Winter,478.02,630
72,110,High,Winter,558.16,630
87,267,High,Summer,845.11,1000
44,363,Middle,Spring,239.39,400
71,353,High,Spring,466.2,630
81,392,Low,Summer,434.89,630
82,336,Middle,Winter,587.69,1000
16,226,Middle,Winter,120.75,250
12,123,Middle,Summer,69.45,100
41,302,High,Spring,296.66,400
89,107,Low,Spring,176.11,250
81,387,Middle,Winter,584.96,1000
49,219,High,Summer,495.22,630
12,213,Low,Winter,63.45,100
85,215,High,Winter,784.46,1000
59,131,High,Winter,519.65,630
35,199,Middle,Autumn,140.41,250
34,346,Low,Autumn,140.79,250
92,380,Middle,Winter,680.04,1000
25,115,Middle,Winter,146.64,250
20,268,High,Spring,140.16,250
58,243,Low,Spring,187.29,250
89,269,Middle,Winter,507.87,630
15,115,Middle,Spring,54.88,100
43,211,Middle,Summer,292.63,400
54,391,Low,Summer,328.85,400
14,100,High,Summer,139.74,250
14,343,High,Spring,118.85,250
